age,marital,education,balance,housing,loan,duration,campaign,pdays,previous,poutcome,deposit
37,divorced,secondary,-689,no,no,15,1,-1,0,unknown,no
40,married,tertiary,397,no,no,50,1,-1,0,unknown,no
37,married,tertiary,11265,no,no,417,1,-1,0,unknown,no
55,married,secondary,5836,no,no,192,1,-1,0,unknown,no
36,single,tertiary,391,no,no,443,1,-1,0,unknown,no
37,married,unknown,0,no,no,115,1,-1,0,unknown,no
45,single,secondary,0,no,no,1487,1,-1,0,unknown,no
49,married,secondary,1743,no,no,68,1,-1,0,unknown,no
28,divorced,tertiary,594,yes,yes,54,3,-1,0,unknown,no
60,divorced,primary,1582,no,yes,159,1,-1,0,unknown,no
44,married,primary,2791,no,no,335,1,-1,0,unknown,no
49,married,secondary,997,no,no,118,1,-1,0,unknown,no
39,married,tertiary,2310,yes,yes,104,1,-1,0,unknown,no
37,married,secondary,0,no,no,236,1,-1,0,unknown,no
49,married,unknown,1401,no,no,300,1,-1,0,unknown,no
54,married,primary,5048,no,no,163,1,-1,0,unknown,no
48,married,tertiary,0,no,yes,103,1,-1,0,unknown,no
37,divorced,secondary,0,yes,no,187,1,-1,0,unknown,no
41,single,tertiary,11008,no,no,1540,1,-1,0,unknown,yes
49,single,unknown,332,no,no,163,2,-1,0,unknown,no
46,married,secondary,179,no,yes,129,1,-1,0,unknown,no
55,married,primary,761,no,no,67,1,-1,0,unknown,no
38,divorced,secondary,889,no,yes,362,1,-1,0,unknown,no
42,single,primary,4930,no,no,973,1,-1,0,unknown,yes
42,married,secondary,-813,yes,no,36,4,-1,0,unknown,no
37,single,tertiary,2087,no,no,167,1,-1,0,unknown,no
60,married,primary,0,no,no,138,1,-1,0,unknown,no
59,married,primary,0,no,no,1009,1,-1,0,unknown,no
47,married,primary,490,yes,no,55,10,-1,0,unknown,no
48,married,primary,5173,yes,no,88,8,-1,0,unknown,no
48,married,primary,5348,no,no,105,1,-1,0,unknown,no
37,married,secondary,603,no,no,339,2,-1,0,unknown,no
36,single,secondary,755,no,no,355,1,-1,0,unknown,no
47,divorced,secondary,829,no,yes,466,2,-1,0,unknown,no
37,married,secondary,2235,no,no,94,1,-1,0,unknown,no
60,married,primary,3,no,no,227,1,-1,0,unknown,no
38,single,unknown,722,no,no,65,1,-1,0,unknown,no
47,married,tertiary,414,no,no,387,1,-1,0,unknown,no
56,divorced,secondary,389,yes,no,379,5,-1,0,unknown,no
51,married,unknown,167,no,no,205,4,-1,0,unknown,no
37,married,unknown,-224,no,no,332,2,-1,0,unknown,no
48,single,primary,0,no,no,71,1,-1,0,unknown,no
39,married,tertiary,6497,no,no,567,1,-1,0,unknown,no
44,married,secondary,1025,yes,no,200,1,-1,0,unknown,no
35,married,unknown,1201,no,no,537,1,-1,0,unknown,yes
44,married,tertiary,17361,no,no,476,1,-1,0,unknown,no
58,divorced,primary,0,no,no,290,2,-1,0,unknown,no
56,married,unknown,616,no,no,1812,1,-1,0,unknown,no
45,divorced,tertiary,959,no,no,74,1,-1,0,unknown,no
50,married,secondary,1019,yes,no,76,1,-1,0,unknown,no
57,married,tertiary,1172,no,no,26,1,-1,0,unknown,no
59,married,secondary,5744,no,no,632,1,-1,0,unknown,no
58,married,tertiary,3768,yes,no,316,1,-1,0,unknown,no
58,married,primary,1274,no,no,35,7,-1,0,unknown,no
46,divorced,primary,2870,no,no,52,6,-1,0,unknown,no
50,married,secondary,753,no,no,59,2,-1,0,unknown,no
52,married,primary,9,no,no,243,1,-1,0,unknown,no
44,married,tertiary,2283,yes,yes,81,2,-1,0,unknown,no
59,married,primary,1245,no,no,205,2,-1,0,unknown,no
54,divorced,primary,1194,no,no,58,3,-1,0,unknown,no
39,married,primary,-186,no,yes,320,3,-1,0,unknown,no
48,married,secondary,17957,no,no,700,7,-1,0,unknown,no
48,single,unknown,0,no,no,453,1,-1,0,unknown,no
44,married,secondary,1872,yes,no,146,3,-1,0,unknown,no
56,married,tertiary,773,no,no,345,1,-1,0,unknown,no
32,single,tertiary,7419,yes,no,248,29,-1,0,unknown,no
53,divorced,secondary,517,yes,no,188,2,-1,0,unknown,no
36,married,secondary,90,no,no,166,3,-1,0,unknown,no
55,married,secondary,0,no,no,324,2,-1,0,unknown,no
44,single,unknown,4330,no,no,16,9,-1,0,unknown,no
51,single,secondary,440,no,no,392,1,-1,0,unknown,no
48,married,secondary,1800,yes,no,103,1,-1,0,unknown,no
56,divorced,secondary,486,yes,no,577,4,-1,0,unknown,no
47,single,unknown,2443,no,no,422,1,-1,0,unknown,no
53,married,tertiary,235,no,no,112,3,-1,0,unknown,no
47,married,primary,0,no,no,308,1,-1,0,unknown,no
52,married,tertiary,1147,no,no,43,1,-1,0,unknown,no
44,married,secondary,-448,yes,no,149,2,-1,0,unknown,no
60,married,tertiary,1336,no,no,324,1,-1,0,unknown,no
59,married,unknown,337,no,no,100,4,-1,0,unknown,no
35,married,secondary,1476,no,no,209,12,-1,0,unknown,no
37,married,secondary,2128,no,no,105,1,-1,0,unknown,no
41,married,secondary,707,no,no,707,1,-1,0,unknown,yes
33,married,secondary,4,yes,yes,625,2,-1,0,unknown,yes
47,married,secondary,3478,no,no,13,11,-1,0,unknown,no
46,married,secondary,126,no,no,1255,1,-1,0,unknown,yes
50,married,tertiary,3296,no,no,255,2,-1,0,unknown,no
45,single,secondary,1771,no,no,50,2,-1,0,unknown,no
38,divorced,secondary,446,yes,no,373,4,-1,0,unknown,no
50,married,unknown,200,no,no,18,6,-1,0,unknown,no
43,married,secondary,5233,no,no,108,2,-1,0,unknown,no
54,married,primary,45,yes,no,142,20,-1,0,unknown,no
38,single,tertiary,11,no,no,78,3,-1,0,unknown,no
59,divorced,primary,681,no,yes,376,7,-1,0,unknown,no
37,divorced,secondary,37,no,no,155,2,-1,0,unknown,no
51,married,secondary,2682,no,no,56,1,-1,0,unknown,no
58,married,tertiary,2729,no,no,188,1,-1,0,unknown,no
53,married,secondary,1776,no,no,443,7,-1,0,unknown,no
59,married,secondary,479,no,no,326,1,-1,0,unknown,no
60,married,tertiary,11,no,no,802,3,-1,0,unknown,no
47,married,unknown,1880,no,no,64,2,-1,0,unknown,no
60,single,secondary,3916,no,no,18,5,-1,0,unknown,no
45,divorced,tertiary,220,yes,no,89,4,-1,0,unknown,no
36,single,unknown,386,no,no,359,2,-1,0,unknown,no
37,married,secondary,523,no,no,257,2,-1,0,unknown,no
44,divorced,secondary,608,yes,yes,19,30,-1,0,unknown,no
45,married,secondary,2571,no,no,146,2,-1,0,unknown,no
57,divorced,primary,914,no,no,404,2,-1,0,unknown,no
45,married,primary,1152,no,no,234,2,-1,0,unknown,no
38,single,secondary,519,yes,yes,13,14,-1,0,unknown,no
36,married,tertiary,9405,no,no,297,3,-1,0,unknown,no
39,single,secondary,1967,no,no,156,9,-1,0,unknown,no
52,married,secondary,0,yes,no,636,12,-1,0,unknown,no
49,married,unknown,1355,yes,no,300,3,-1,0,unknown,no
40,married,tertiary,-1779,yes,yes,37,2,-1,0,unknown,no
44,single,primary,1059,no,no,2093,1,-1,0,unknown,yes
38,married,secondary,611,yes,yes,61,3,-1,0,unknown,no
36,married,secondary,1024,yes,no,111,2,-1,0,unknown,no
31,married,secondary,671,yes,no,704,4,-1,0,unknown,yes
42,married,primary,3,no,no,45,3,-1,0,unknown,no
44,married,secondary,692,no,no,73,4,-1,0,unknown,no
40,married,tertiary,4396,no,no,1195,2,-1,0,unknown,no
50,married,primary,280,yes,no,61,23,-1,0,unknown,no
41,divorced,secondary,2769,yes,no,96,3,-1,0,unknown,no
41,married,secondary,1245,no,no,140,3,-1,0,unknown,no
57,married,unknown,4722,yes,no,121,2,-1,0,unknown,no
49,married,primary,1050,yes,no,84,5,-1,0,unknown,no
33,single,secondary,3160,no,no,719,13,-1,0,unknown,no
51,married,primary,1238,no,no,48,10,-1,0,unknown,no
51,married,tertiary,1533,no,no,242,2,-1,0,unknown,no
31,single,secondary,54,no,no,230,3,-1,0,unknown,no
53,married,tertiary,694,no,no,130,6,-1,0,unknown,no
28,single,secondary,623,no,no,25,41,-1,0,unknown,no
47,married,primary,197,no,no,57,2,-1,0,unknown,no
53,married,secondary,357,no,no,154,2,-1,0,unknown,no
60,married,secondary,358,no,no,74,2,-1,0,unknown,no
37,divorced,primary,0,yes,no,77,2,-1,0,unknown,no
60,married,primary,0,no,no,201,1,-1,0,unknown,no
38,married,secondary,29125,no,no,313,2,-1,0,unknown,no
58,married,tertiary,5680,no,no,114,1,-1,0,unknown,no
40,divorced,unknown,2357,no,no,66,3,-1,0,unknown,no
50,married,secondary,193,yes,no,305,6,-1,0,unknown,no
60,married,primary,415,no,no,49,2,-1,0,unknown,no
37,single,primary,12130,yes,no,429,13,-1,0,unknown,no
48,divorced,primary,2582,no,no,51,4,-1,0,unknown,no
45,single,secondary,359,yes,no,41,8,-1,0,unknown,no
47,divorced,secondary,165,no,no,99,3,-1,0,unknown,no
51,single,secondary,1994,no,no,771,2,-1,0,unknown,yes
57,divorced,primary,113,no,no,378,2,-1,0,unknown,no
57,married,primary,1236,no,no,152,9,-1,0,unknown,no
44,divorced,tertiary,0,no,no,491,3,-1,0,unknown,no
38,single,secondary,1121,no,no,203,1,-1,0,unknown,no
38,married,secondary,393,no,no,90,3,-1,0,unknown,no
57,divorced,unknown,4244,no,no,626,5,-1,0,unknown,no
46,married,primary,1823,no,no,135,3,-1,0,unknown,no
44,single,tertiary,827,yes,no,65,4,-1,0,unknown,no
42,married,primary,1371,no,no,125,8,-1,0,unknown,no
49,married,unknown,507,no,yes,16,14,-1,0,unknown,no
54,single,tertiary,1433,yes,yes,18,20,-1,0,unknown,no
54,married,secondary,1455,yes,no,90,4,-1,0,unknown,no
59,married,primary,1427,no,no,140,2,-1,0,unknown,no
37,married,primary,1104,no,no,15,8,-1,0,unknown,no
39,single,primary,1340,no,no,113,2,-1,0,unknown,no
53,married,primary,-257,yes,yes,249,5,-1,0,unknown,no
49,married,secondary,2058,no,no,82,3,-1,0,unknown,no
48,married,unknown,2261,no,no,445,3,-1,0,unknown,no
32,married,tertiary,607,yes,no,1060,5,-1,0,unknown,yes
45,married,tertiary,-687,yes,yes,92,2,-1,0,unknown,no
36,married,primary,946,yes,no,255,3,-1,0,unknown,no
58,married,primary,2387,no,no,55,2,-1,0,unknown,no
42,married,secondary,3236,no,no,521,11,-1,0,unknown,no
44,divorced,secondary,20541,no,yes,501,2,-1,0,unknown,no
40,single,secondary,1670,yes,no,161,2,-1,0,unknown,no
57,married,unknown,4148,no,no,340,3,-1,0,unknown,no
42,married,primary,-303,yes,no,40,3,-1,0,unknown,no
47,married,primary,504,no,yes,156,3,-1,0,unknown,no
39,single,primary,0,no,no,375,2,-1,0,unknown,no
52,married,secondary,0,no,no,161,1,-1,0,unknown,no
57,divorced,primary,7451,no,no,43,4,-1,0,unknown,no
36,married,secondary,542,yes,no,604,6,-1,0,unknown,no
59,married,secondary,0,no,no,368,1,-1,0,unknown,no
44,married,secondary,2092,no,yes,452,1,-1,0,unknown,no
41,married,primary,219,no,yes,1574,3,-1,0,unknown,yes
39,married,secondary,0,no,no,29,11,-1,0,unknown,no
58,married,secondary,1826,yes,no,47,3,-1,0,unknown,no
60,married,primary,987,no,no,102,13,-1,0,unknown,no
46,married,primary,110,no,no,113,14,-1,0,unknown,no
36,married,secondary,537,no,no,160,6,-1,0,unknown,no
48,married,primary,649,no,no,136,2,-1,0,unknown,no
50,married,secondary,5,no,no,170,7,-1,0,unknown,no
44,single,secondary,2524,no,no,82,1,-1,0,unknown,no
42,married,secondary,370,no,no,302,5,-1,0,unknown,no
54,married,primary,10662,no,no,256,1,-1,0,unknown,no
50,married,secondary,748,no,yes,147,1,-1,0,unknown,no
47,married,secondary,1195,no,no,451,1,-1,0,unknown,no
41,married,secondary,7509,no,no,575,1,-1,0,unknown,no
41,married,secondary,1278,no,no,532,1,-1,0,unknown,no
60,married,unknown,6313,no,no,39,2,-1,0,unknown,no
54,married,tertiary,4112,no,no,86,1,-1,0,unknown,no
46,married,primary,1188,no,no,675,5,-1,0,unknown,no
59,married,primary,4143,no,no,122,1,-1,0,unknown,no
40,married,primary,117,yes,no,172,3,-1,0,unknown,no
57,married,secondary,0,no,no,97,1,-1,0,unknown,no
53,divorced,secondary,-112,no,no,394,1,-1,0,unknown,no
50,married,secondary,306,no,no,37,1,-1,0,unknown,no
39,single,tertiary,410,no,no,266,4,-1,0,unknown,no
52,divorced,tertiary,0,no,no,297,1,-1,0,unknown,no
51,divorced,secondary,107,no,no,593,1,-1,0,unknown,no
55,married,secondary,2010,no,no,446,1,-1,0,unknown,no
57,single,secondary,630,no,no,276,1,-1,0,unknown,no
46,single,unknown,312,yes,no,108,4,-1,0,unknown,no
50,single,tertiary,0,yes,no,638,1,-1,0,unknown,no
56,married,primary,1906,no,yes,45,9,-1,0,unknown,no
38,married,unknown,499,no,no,240,6,-1,0,unknown,no
59,married,secondary,1723,no,no,70,1,-1,0,unknown,no
42,single,unknown,33,no,no,25,1,-1,0,unknown,no
41,married,secondary,2,yes,no,64,1,-1,0,unknown,no
45,married,tertiary,3626,no,no,2485,2,-1,0,unknown,no
48,married,tertiary,269,yes,no,149,1,-1,0,unknown,no
54,married,primary,1925,no,no,348,3,-1,0,unknown,no
38,married,tertiary,-1007,yes,yes,71,1,-1,0,unknown,no
50,divorced,primary,-232,yes,no,168,1,-1,0,unknown,no
58,married,primary,0,yes,no,573,1,-1,0,unknown,no
55,married,secondary,5874,no,no,229,1,-1,0,unknown,no
58,married,secondary,1463,yes,no,446,1,-1,0,unknown,no
54,married,secondary,415,yes,no,34,31,-1,0,unknown,no
41,single,unknown,426,yes,no,75,1,-1,0,unknown,no
39,married,tertiary,16,no,no,32,1,-1,0,unknown,no
55,married,secondary,891,no,no,268,1,-1,0,unknown,no
41,divorced,tertiary,1,yes,no,244,1,-1,0,unknown,no
40,married,secondary,3316,no,no,102,3,-1,0,unknown,no
53,divorced,secondary,4512,no,no,203,2,-1,0,unknown,no
58,married,tertiary,5087,no,no,252,1,-1,0,unknown,no
51,married,secondary,884,no,no,50,1,-1,0,unknown,no
49,married,secondary,148,no,no,13,1,-1,0,unknown,no
58,married,secondary,3,no,no,188,5,-1,0,unknown,no
37,married,tertiary,678,no,yes,395,1,-1,0,unknown,no
40,married,secondary,0,no,no,61,1,-1,0,unknown,no
55,married,primary,38,no,yes,63,1,-1,0,unknown,no
55,married,secondary,477,no,no,170,1,-1,0,unknown,no
42,married,primary,692,no,yes,207,1,-1,0,unknown,no
43,single,tertiary,0,no,no,147,1,-1,0,unknown,no
44,married,secondary,11972,no,no,127,1,-1,0,unknown,no
56,married,tertiary,1663,no,no,22,1,-1,0,unknown,no
49,divorced,secondary,848,yes,no,109,1,-1,0,unknown,no
51,divorced,tertiary,3415,yes,no,677,1,-1,0,unknown,no
50,married,tertiary,4045,no,no,167,1,-1,0,unknown,no
43,married,tertiary,4324,yes,no,105,1,-1,0,unknown,no
41,married,primary,2636,no,no,318,1,-1,0,unknown,no
54,married,secondary,0,no,no,220,1,-1,0,unknown,no
45,married,secondary,825,no,no,140,1,-1,0,unknown,no
40,married,secondary,273,yes,no,1082,1,-1,0,unknown,no
57,married,secondary,712,yes,yes,824,1,-1,0,unknown,no
39,divorced,secondary,37,no,yes,248,1,-1,0,unknown,no
59,married,primary,143,yes,no,11,1,-1,0,unknown,no
44,married,tertiary,7177,no,no,89,2,-1,0,unknown,no
44,single,primary,1308,no,yes,161,1,-1,0,unknown,no
55,married,secondary,557,no,no,58,1,-1,0,unknown,no
45,divorced,secondary,1381,no,no,653,2,-1,0,unknown,no
59,married,secondary,2528,no,yes,216,1,-1,0,unknown,no
41,divorced,secondary,586,yes,no,223,1,-1,0,unknown,no
40,married,secondary,1358,no,no,96,1,-1,0,unknown,no
43,married,secondary,1113,no,no,477,7,-1,0,unknown,no
50,married,primary,1179,no,no,30,1,-1,0,unknown,no
36,divorced,secondary,47,no,no,159,1,-1,0,unknown,no
59,married,secondary,1365,no,no,327,1,-1,0,unknown,no
40,married,primary,607,yes,no,432,1,-1,0,unknown,no
42,single,secondary,283,yes,no,446,1,-1,0,unknown,no
57,married,unknown,1621,yes,no,108,1,-1,0,unknown,no
46,married,primary,1844,no,no,29,1,-1,0,unknown,no
38,married,unknown,3053,no,no,178,1,-1,0,unknown,no
40,single,primary,5613,yes,no,152,2,-1,0,unknown,no
52,divorced,secondary,302,no,no,169,2,-1,0,unknown,no
37,single,secondary,124,yes,no,635,3,-1,0,unknown,no
52,married,primary,425,no,no,122,1,-1,0,unknown,no
48,married,primary,343,no,no,136,1,-1,0,unknown,no
42,single,primary,1401,yes,no,69,1,-1,0,unknown,no
37,married,primary,0,yes,no,129,3,-1,0,unknown,no
46,married,primary,641,yes,no,201,1,-1,0,unknown,no
41,divorced,secondary,3622,no,no,1135,4,-1,0,unknown,yes
45,married,primary,351,yes,no,66,1,-1,0,unknown,no
57,single,secondary,5768,yes,no,512,1,-1,0,unknown,yes
57,divorced,secondary,1795,yes,no,818,1,-1,0,unknown,no
36,married,unknown,1437,no,no,810,2,-1,0,unknown,no
35,married,tertiary,1833,no,no,138,1,-1,0,unknown,no
52,married,tertiary,3737,yes,no,574,4,-1,0,unknown,no
56,married,secondary,6005,yes,no,44,6,-1,0,unknown,no
37,married,primary,253,yes,no,145,2,-1,0,unknown,no
41,divorced,secondary,271,yes,no,196,2,-1,0,unknown,no
48,married,secondary,334,no,yes,270,2,-1,0,unknown,no
54,married,primary,211,no,no,200,2,-1,0,unknown,no
50,divorced,unknown,4204,no,no,335,2,-1,0,unknown,no
56,married,secondary,101,no,yes,330,1,-1,0,unknown,no
41,divorced,secondary,256,no,no,91,1,-1,0,unknown,no
48,single,unknown,2961,no,no,361,1,-1,0,unknown,no
51,married,secondary,2604,no,no,64,1,-1,0,unknown,no
35,single,tertiary,2808,yes,no,221,12,-1,0,unknown,no
40,married,secondary,1,no,no,84,3,-1,0,unknown,no
48,married,primary,1204,yes,no,53,1,-1,0,unknown,no
47,divorced,secondary,0,no,no,141,1,-1,0,unknown,no
56,married,secondary,771,yes,yes,254,1,-1,0,unknown,no
55,divorced,secondary,1580,no,yes,1007,1,-1,0,unknown,yes
52,married,primary,1409,yes,no,224,1,-1,0,unknown,no
38,single,unknown,62,no,no,212,1,-1,0,unknown,no
52,divorced,primary,2800,no,no,149,1,-1,0,unknown,no
47,married,unknown,989,no,no,116,1,-1,0,unknown,no
46,divorced,primary,1712,no,no,110,1,-1,0,unknown,no
56,married,secondary,216,no,no,77,1,-1,0,unknown,no
37,married,unknown,47,no,no,374,3,-1,0,unknown,no
38,married,primary,2322,no,no,207,1,-1,0,unknown,no
41,divorced,secondary,1,no,yes,289,1,-1,0,unknown,no
53,married,secondary,2774,no,yes,193,1,-1,0,unknown,no
40,married,primary,2132,no,no,143,1,-1,0,unknown,no
55,single,primary,10183,no,no,106,1,-1,0,unknown,no
47,married,primary,823,no,no,191,3,-1,0,unknown,no
42,married,secondary,0,no,no,370,1,-1,0,unknown,no
54,married,secondary,6449,no,no,487,1,-1,0,unknown,no
49,married,primary,98,no,yes,534,1,-1,0,unknown,no
49,married,primary,563,no,no,84,1,-1,0,unknown,no
44,married,unknown,1127,yes,no,118,4,-1,0,unknown,no
47,married,secondary,0,no,no,284,1,-1,0,unknown,no
51,married,primary,4711,no,no,253,1,-1,0,unknown,no
46,married,secondary,1120,no,yes,786,1,-1,0,unknown,no
59,married,primary,0,no,no,239,1,-1,0,unknown,no
50,married,unknown,1389,yes,no,162,3,-1,0,unknown,no
38,married,primary,338,no,no,219,2,-1,0,unknown,no
39,married,tertiary,4,yes,yes,185,1,-1,0,unknown,no
58,married,secondary,5087,no,no,135,1,-1,0,unknown,no
41,married,tertiary,-378,yes,yes,252,2,-1,0,unknown,no
45,married,tertiary,9711,no,no,416,3,-1,0,unknown,no
36,married,secondary,3972,yes,yes,32,1,-1,0,unknown,no
46,divorced,secondary,2441,no,no,217,2,-1,0,unknown,no
56,married,tertiary,411,no,no,145,4,-1,0,unknown,no
24,married,secondary,691,yes,no,93,2,-1,0,unknown,no
51,married,primary,1938,no,no,61,1,-1,0,unknown,no
29,married,secondary,508,yes,yes,262,5,-1,0,unknown,no
42,single,unknown,22,no,no,246,3,-1,0,unknown,no
51,married,tertiary,3134,no,no,92,3,-1,0,unknown,no
53,married,secondary,1319,no,no,1318,3,-1,0,unknown,yes
23,single,secondary,-782,yes,yes,197,10,-1,0,unknown,no
47,divorced,secondary,5735,no,no,282,4,-1,0,unknown,no
55,married,primary,2152,no,no,922,2,-1,0,unknown,yes
52,married,tertiary,0,no,no,163,3,-1,0,unknown,no
50,married,secondary,1857,no,yes,26,2,-1,0,unknown,no
48,married,tertiary,13501,no,no,63,2,-1,0,unknown,no
37,married,secondary,0,no,yes,176,2,-1,0,unknown,no
39,married,secondary,2843,yes,no,585,1,-1,0,unknown,yes
53,married,secondary,2955,no,no,605,1,-1,0,unknown,no
20,single,secondary,66,yes,no,75,2,-1,0,unknown,no
38,married,secondary,634,no,no,211,2,-1,0,unknown,no
36,married,tertiary,1352,no,no,2028,1,-1,0,unknown,yes
57,married,tertiary,209,no,no,453,1,-1,0,unknown,no
28,married,primary,237,yes,no,498,7,-1,0,unknown,no
40,married,primary,2469,no,yes,202,2,-1,0,unknown,no
40,married,unknown,35,no,no,40,1,-1,0,unknown,no
50,married,primary,59,no,no,184,1,-1,0,unknown,no
55,married,primary,5109,no,no,55,1,-1,0,unknown,no
40,married,tertiary,0,no,no,952,4,-1,0,unknown,yes
55,married,primary,868,no,no,207,1,-1,0,unknown,no
36,single,secondary,0,no,no,238,1,-1,0,unknown,no
53,married,primary,828,yes,no,232,1,-1,0,unknown,no
38,single,secondary,207,no,no,76,2,-1,0,unknown,no
35,single,secondary,23,yes,no,113,2,-1,0,unknown,no
44,married,secondary,17,yes,no,153,14,-1,0,unknown,no
60,married,unknown,652,no,no,525,1,-1,0,unknown,no
55,married,unknown,179,no,no,97,1,-1,0,unknown,no
54,married,secondary,3846,yes,yes,216,2,-1,0,unknown,no
39,single,secondary,0,no,yes,142,1,-1,0,unknown,no
54,married,primary,774,no,no,290,1,-1,0,unknown,no
39,married,tertiary,6495,no,no,280,3,-1,0,unknown,no
52,married,secondary,422,no,no,559,1,-1,0,unknown,no
46,single,unknown,63,no,no,235,1,-1,0,unknown,no
51,married,primary,91,no,yes,368,2,-1,0,unknown,no
56,married,secondary,5310,no,no,74,1,-1,0,unknown,no
52,married,secondary,1282,no,no,148,5,-1,0,unknown,no
55,married,primary,1537,no,no,359,1,-1,0,unknown,no
44,married,primary,1669,no,no,64,2,-1,0,unknown,no
59,married,primary,1115,no,no,834,1,-1,0,unknown,yes
36,married,secondary,4280,no,no,227,6,-1,0,unknown,no
42,married,unknown,587,yes,no,16,9,-1,0,unknown,no
57,married,secondary,1070,no,no,73,1,-1,0,unknown,no
37,divorced,secondary,796,no,no,104,1,-1,0,unknown,no
57,married,secondary,461,yes,no,69,2,-1,0,unknown,no
43,divorced,secondary,1138,no,no,65,1,-1,0,unknown,no
39,married,primary,2860,no,no,133,1,-1,0,unknown,no
56,married,secondary,2558,no,no,288,1,-1,0,unknown,no
55,divorced,primary,0,no,no,120,1,-1,0,unknown,no
49,married,tertiary,3022,no,no,38,1,-1,0,unknown,no
38,single,secondary,48,no,no,43,3,-1,0,unknown,no
41,married,secondary,876,no,no,78,1,-1,0,unknown,no
46,divorced,primary,148,no,no,166,1,-1,0,unknown,no
47,married,secondary,759,yes,no,30,2,-1,0,unknown,no
36,married,secondary,4011,no,no,10,16,-1,0,unknown,no
36,single,tertiary,1923,no,no,219,1,-1,0,unknown,no
48,divorced,primary,-110,no,yes,164,2,-1,0,unknown,no
52,divorced,secondary,98,no,yes,148,1,-1,0,unknown,no
37,married,secondary,313,yes,no,11,7,-1,0,unknown,no
36,married,primary,-453,yes,no,130,1,-1,0,unknown,no
51,married,secondary,-267,no,yes,208,2,-1,0,unknown,no
59,married,primary,1071,no,no,140,1,-1,0,unknown,no
41,single,tertiary,6025,no,no,559,1,-1,0,unknown,no
57,married,secondary,2020,no,no,93,4,-1,0,unknown,no
46,married,unknown,626,yes,no,177,2,-1,0,unknown,no
42,divorced,secondary,241,yes,no,405,2,-1,0,unknown,no
45,married,tertiary,-52,yes,no,202,1,-1,0,unknown,no
39,single,secondary,1986,no,yes,367,1,-1,0,unknown,no
55,married,primary,202,no,yes,60,1,-1,0,unknown,no
36,married,secondary,472,yes,no,1017,1,-1,0,unknown,no
43,married,tertiary,1937,no,no,385,1,-1,0,unknown,no
48,married,primary,3062,no,no,237,5,-1,0,unknown,no
53,married,secondary,76,yes,no,237,2,-1,0,unknown,no
28,single,secondary,593,yes,no,202,1,-1,0,unknown,no
28,married,primary,182,yes,no,153,1,-1,0,unknown,no
25,single,secondary,722,yes,no,172,1,-1,0,unknown,no
38,divorced,secondary,2674,yes,no,163,2,-1,0,unknown,no
51,divorced,secondary,2843,yes,no,97,2,-1,0,unknown,no
28,single,primary,2340,yes,no,399,1,-1,0,unknown,no
26,married,primary,-157,yes,no,60,1,-1,0,unknown,no
26,married,secondary,1028,yes,yes,431,1,-1,0,unknown,no
54,divorced,primary,52,no,no,184,3,-1,0,unknown,no
29,married,secondary,7836,yes,no,155,1,-1,0,unknown,no
52,divorced,tertiary,-309,yes,no,500,2,-1,0,unknown,yes
50,married,secondary,3374,no,no,27,2,-1,0,unknown,no
44,married,secondary,168,no,no,167,2,-1,0,unknown,no
37,married,secondary,121,no,yes,89,2,-1,0,unknown,no
39,single,secondary,2453,no,no,92,2,-1,0,unknown,no
28,single,tertiary,940,yes,no,296,1,-1,0,unknown,no
29,single,secondary,613,yes,no,779,1,-1,0,unknown,no
47,married,secondary,0,no,no,563,2,-1,0,unknown,no
38,married,secondary,1403,no,no,146,2,-1,0,unknown,no
35,single,tertiary,250,no,no,92,2,-1,0,unknown,no
40,married,primary,-108,yes,no,149,3,-1,0,unknown,no
48,married,secondary,7,no,no,354,7,-1,0,unknown,no
47,married,secondary,4923,no,no,121,3,-1,0,unknown,no
40,married,tertiary,20,yes,no,106,2,-1,0,unknown,no
41,married,tertiary,5736,yes,yes,136,2,-1,0,unknown,no
26,single,secondary,-859,yes,no,297,1,-1,0,unknown,no
25,married,secondary,1782,yes,no,549,1,-1,0,unknown,no
28,married,secondary,1331,yes,yes,267,2,-1,0,unknown,no
35,married,secondary,2228,no,no,461,2,-1,0,unknown,no
38,single,secondary,435,no,no,117,2,-1,0,unknown,no
29,single,secondary,732,yes,no,409,1,-1,0,unknown,no
23,married,secondary,299,yes,no,104,1,-1,0,unknown,no
55,married,primary,136,yes,no,15,10,-1,0,unknown,no
61,married,tertiary,50,no,no,216,2,-1,0,unknown,no
29,married,secondary,0,yes,no,211,1,-1,0,unknown,no
36,married,primary,2022,no,no,71,2,-1,0,unknown,no
48,married,primary,237,yes,no,18,18,-1,0,unknown,no
42,single,secondary,625,no,no,651,3,-1,0,unknown,yes
45,married,tertiary,377,yes,no,835,3,-1,0,unknown,yes
41,married,primary,246,no,no,683,3,-1,0,unknown,yes
45,married,secondary,870,no,yes,258,2,-1,0,unknown,no
43,single,unknown,682,no,no,156,6,-1,0,unknown,no
27,married,secondary,61,yes,no,1012,1,-1,0,unknown,yes
45,single,secondary,-198,yes,no,130,25,-1,0,unknown,no
44,single,primary,148,no,no,311,2,-1,0,unknown,no
42,divorced,secondary,923,yes,no,129,2,-1,0,unknown,no
47,divorced,secondary,176,no,no,91,2,-1,0,unknown,no
37,married,secondary,5700,no,no,49,2,-1,0,unknown,no
39,married,primary,1473,yes,no,112,4,-1,0,unknown,no
45,married,primary,3388,no,no,36,7,-1,0,unknown,no
39,married,primary,1046,no,no,112,4,-1,0,unknown,no
